,2017-10-26Hour00,2017-10-26Hour01,2017-10-26Hour02,2017-10-26Hour03,2017-10-26Hour04,2017-10-26Hour06,2017-10-26Hour07,2017-10-26Hour08,2017-10-26Hour09,2017-10-26Hour10,2017-10-26Hour11,2017-10-26Hour12,2017-10-26Hour13,2017-10-26Hour14,2017-10-26Hour15,2017-10-26Hour16,2017-10-26Hour17,2017-10-26Hour18,2017-10-26Hour19,2017-10-26Hour20,2017-10-26Hour21,2017-10-26Hour22,2017-10-26Hour23
S88,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S123,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S89,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S115,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S24,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.4,0.0,0.2,0,0.0,,0.0,0.0,0
S69,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S36,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S08,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
S116,,0,,0.0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S104,,0,,0.0,0,,0.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S100,,0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0
S91,,0,0.0,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,2.0000000000000004,0.0,0.0,0.0,0,0.0,0.0,0.2,0.0,0
