,2020-01-21Hour00,2020-01-21Hour01,2020-01-21Hour02,2020-01-21Hour03,2020-01-21Hour04,2020-01-21Hour05,2020-01-21Hour06,2020-01-21Hour07,2020-01-21Hour08,2020-01-21Hour09,2020-01-21Hour10,2020-01-21Hour11,2020-01-21Hour12,2020-01-21Hour13,2020-01-21Hour14,2020-01-21Hour15,2020-01-21Hour17,2020-01-21Hour18,2020-01-21Hour19,2020-01-21Hour20,2020-01-21Hour21,2020-01-21Hour22,2020-01-21Hour23
S122,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,1.2000000000000002,3.6000000000000005,0.0,0.0,1.2,1.2,1.2,0.4,0.0,0.0,0.0,0.0,,0.0,0.0
S60,,,,,,,,,,,0.4,0.0,1.4,1.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S46,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.4000000000000004,4.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S79,,3.2,2.6000000000000005,0.0,0.0,0.0,0.0,,1.0,0.0,0.6000000000000001,0.2,14.200000000000001,2.6000000000000005,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,8.4,6.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S88,0.0,6.6,2.1999999999999997,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,12.4,5.6000000000000005,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S123,0.0,7.800000000000001,1.7999999999999998,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2,0.0,19.8,3.0000000000000004,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S89,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.6,0.8,1.4,0.0,0.2,1.9999999999999998,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,1.5999999999999999,0.0,0.0,2.0,2.1999999999999997,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
S82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,6.000000000000002,0.2,0.4,8.000000000000002,1.5999999999999999,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S24,1.6,5.200000000000001,1.4000000000000001,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.2,0.0,0.0,3.2000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S69,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S08,0.0,0.2,0.6000000000000001,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,1.2000000000000002,3.1999999999999997,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S116,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5999999999999999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,12.0,1.0,0.2,5.999999999999999,1.4,2.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,13.2,1.2,0.0,5.200000000000001,1.4,2.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S91,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,5.0,4.2,0.2,0.0,4.000000000000001,1.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
