,2017-05-22Hour00,2017-05-22Hour01,2017-05-22Hour02,2017-05-22Hour03,2017-05-22Hour04,2017-05-22Hour05,2017-05-22Hour06,2017-05-22Hour07,2017-05-22Hour08,2017-05-22Hour09,2017-05-22Hour10,2017-05-22Hour11,2017-05-22Hour12,2017-05-22Hour13,2017-05-22Hour14,2017-05-22Hour15,2017-05-22Hour16,2017-05-22Hour17,2017-05-22Hour18,2017-05-22Hour19,2017-05-22Hour20,2017-05-22Hour21,2017-05-22Hour23
S29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S94,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.4,13.799999999999997,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S106,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10.799999999999999,3.0000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S81,0.8,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,3.200000000000001,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S900,0.6,0.0,0.0,0.0,0.0,0.0,0.0,15.4,4.200000000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S102,,,,,,,,,,29.800000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S122,1.2,,,,,,,,,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
S46,0.2,0.0,0.0,0.0,0.0,0.0,0.0,26.00001,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S84,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,13.799999999999999,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.4,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000004,0.2,2.1999999999999997,0.6000000000000001,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S88,0.2,0.0,0.0,0.0,0.0,0.0,0.0,27.400000000000002,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S123,0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S89,3.4,0.0,0.0,0.0,0.0,0.0,20.2,11.4,10.399999999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S115,0.0,0.0,0.0,0.0,,0.2,26.400000000000002,22.400000000000002,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S24,0.2,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0
S69,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S36,0.4,0.0,0.0,0.0,0.0,0.0,0.0,26.999999999999996,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S08,0.2,0.0,0.0,0.0,0.2,0.0,0.0,15.6,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S116,0.2,0.0,,,,,0.0,25.2,3.6,6.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S104,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,
S100,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,10.599999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S91,0.6,0.0,0.0,0.0,0.0,0.0,0.0,14.8,3.600000000000001,1.4,,,,,,,,,,,,,
